voltage,0.73degC,22.75degF,72.96
voltage,0.73degC,23.24degF,73.84
voltage,0.73degC,23.24degF,73.84
voltage,0.73degC,23.24degF,73.84
voltage,0.73degC,23.24degF,73.84
voltage,0.73degC,23.24degF,73.84
voltage,0.73degC,23.24degF,73.84
voltage,0.73degC,23.24degF,73.84
